192.175.48.1/32 #AS1228 UNINET-ASNBLOCK, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
196.28.32.0/21 #AS20011 NTT-DATA-Inc, ZA
196.28.40.0/24 #AS20011 NTT-DATA-Inc, ZA
196.28.42.0/23 #AS20011 NTT-DATA-Inc, ZA
196.28.44.0/22 #AS20011 NTT-DATA-Inc, ZA
196.28.192.0/19 #AS20011 NTT-DATA-Inc, ZA
196.39.0.0/16 #AS20011 NTT-DATA-Inc, ZA
196.208.32.0/19 #AS20011 NTT-DATA-Inc, ZA
196.209.39.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.55.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.73.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.82.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.113.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.124.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.128.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.130.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.132.0/22 #AS20011 NTT-DATA-Inc, ZA
196.209.136.0/22 #AS20011 NTT-DATA-Inc, ZA
196.209.140.0/23 #AS20011 NTT-DATA-Inc, ZA
196.209.142.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.151.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.152.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.158.0/23 #AS20011 NTT-DATA-Inc, ZA
196.209.171.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.173.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.211.0/24 #AS20011 NTT-DATA-Inc, ZA
196.209.212.0/23 #AS20011 NTT-DATA-Inc, ZA
196.209.215.0/24 #AS20011 NTT-DATA-Inc, ZA
196.210.0.0/16 #AS20011 NTT-DATA-Inc, ZA
197.80.80.0/24 #AS20011 NTT-DATA-Inc, ZA
197.80.130.0/24 #AS20011 NTT-DATA-Inc, ZA
197.82.160.0/21 #AS20011 NTT-DATA-Inc, ZA
197.82.197.0/24 #AS20011 NTT-DATA-Inc, ZA
197.82.198.0/23 #AS20011 NTT-DATA-Inc, ZA
197.82.200.0/22 #AS20011 NTT-DATA-Inc, ZA
197.82.204.0/24 #AS20011 NTT-DATA-Inc, ZA
197.82.206.0/23 #AS20011 NTT-DATA-Inc, ZA
197.82.208.0/20 #AS20011 NTT-DATA-Inc, ZA
197.83.194.0/23 #AS20011 NTT-DATA-Inc, ZA
197.83.196.0/23 #AS20011 NTT-DATA-Inc, ZA
197.83.200.0/23 #AS20011 NTT-DATA-Inc, ZA
197.83.202.0/24 #AS20011 NTT-DATA-Inc, ZA
197.83.206.0/23 #AS20011 NTT-DATA-Inc, ZA
197.83.208.0/23 #AS20011 NTT-DATA-Inc, ZA
197.83.210.0/24 #AS20011 NTT-DATA-Inc, ZA
197.83.213.0/24 #AS20011 NTT-DATA-Inc, ZA
197.83.216.0/24 #AS20011 NTT-DATA-Inc, ZA
197.83.219.0/24 #AS20011 NTT-DATA-Inc, ZA
197.83.221.0/24 #AS20011 NTT-DATA-Inc, ZA
197.83.222.0/24 #AS20011 NTT-DATA-Inc, ZA
197.83.226.0/23 #AS20011 NTT-DATA-Inc, ZA
197.83.228.0/22 #AS20011 NTT-DATA-Inc, ZA
197.83.232.0/22 #AS20011 NTT-DATA-Inc, ZA
197.83.236.0/23 #AS20011 NTT-DATA-Inc, ZA
197.83.238.0/24 #AS20011 NTT-DATA-Inc, ZA
197.83.240.0/24 #AS20011 NTT-DATA-Inc, ZA
197.83.245.0/24 #AS20011 NTT-DATA-Inc, ZA
197.83.246.0/23 #AS20011 NTT-DATA-Inc, ZA
197.83.248.0/23 #AS20011 NTT-DATA-Inc, ZA
197.83.251.0/24 #AS20011 NTT-DATA-Inc, ZA
197.83.252.0/23 #AS20011 NTT-DATA-Inc, ZA
197.83.254.0/24 #AS20011 NTT-DATA-Inc, ZA
197.84.84.0/24 #AS20011 NTT-DATA-Inc, ZA
197.84.130.0/24 #AS20011 NTT-DATA-Inc, ZA
197.86.129.0/24 #AS20011 NTT-DATA-Inc, ZA
197.86.134.0/24 #AS20011 NTT-DATA-Inc, ZA
197.86.137.0/24 #AS20011 NTT-DATA-Inc, ZA
197.86.138.0/23 #AS20011 NTT-DATA-Inc, ZA
197.86.140.0/24 #AS20011 NTT-DATA-Inc, ZA
197.86.143.0/24 #AS20011 NTT-DATA-Inc, ZA
197.86.144.0/20 #AS20011 NTT-DATA-Inc, ZA
197.86.160.0/23 #AS20011 NTT-DATA-Inc, ZA
197.86.165.0/24 #AS20011 NTT-DATA-Inc, ZA
197.86.166.0/23 #AS20011 NTT-DATA-Inc, ZA
197.86.168.0/21 #AS20011 NTT-DATA-Inc, ZA
197.86.176.0/22 #AS20011 NTT-DATA-Inc, ZA
197.86.180.0/23 #AS20011 NTT-DATA-Inc, ZA
197.86.183.0/24 #AS20011 NTT-DATA-Inc, ZA
197.86.188.0/22 #AS20011 NTT-DATA-Inc, ZA
197.86.192.0/24 #AS20011 NTT-DATA-Inc, ZA
197.86.194.0/23 #AS20011 NTT-DATA-Inc, ZA
197.86.196.0/22 #AS20011 NTT-DATA-Inc, ZA
197.86.200.0/24 #AS20011 NTT-DATA-Inc, ZA
197.86.202.0/24 #AS20011 NTT-DATA-Inc, ZA
197.86.204.0/22 #AS20011 NTT-DATA-Inc, ZA
197.86.208.0/22 #AS20011 NTT-DATA-Inc, ZA
197.86.214.0/23 #AS20011 NTT-DATA-Inc, ZA
197.86.216.0/22 #AS20011 NTT-DATA-Inc, ZA
197.86.221.0/24 #AS20011 NTT-DATA-Inc, ZA
197.86.222.0/23 #AS20011 NTT-DATA-Inc, ZA
197.87.4.0/22 #AS20011 NTT-DATA-Inc, ZA
197.87.8.0/22 #AS20011 NTT-DATA-Inc, ZA
197.87.26.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.29.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.40.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.49.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.51.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.59.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.63.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.64.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.67.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.68.0/22 #AS20011 NTT-DATA-Inc, ZA
197.87.72.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.79.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.84.0/22 #AS20011 NTT-DATA-Inc, ZA
197.87.91.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.96.0/22 #AS20011 NTT-DATA-Inc, ZA
197.87.101.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.103.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.109.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.112.0/21 #AS20011 NTT-DATA-Inc, ZA
197.87.123.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.124.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.130.0/23 #AS20011 NTT-DATA-Inc, ZA
197.87.134.0/23 #AS20011 NTT-DATA-Inc, ZA
197.87.136.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.142.0/23 #AS20011 NTT-DATA-Inc, ZA
197.87.144.0/23 #AS20011 NTT-DATA-Inc, ZA
197.87.158.0/23 #AS20011 NTT-DATA-Inc, ZA
197.87.160.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.171.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.172.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.178.0/23 #AS20011 NTT-DATA-Inc, ZA
197.87.181.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.182.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.185.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.186.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.193.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.194.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.196.0/22 #AS20011 NTT-DATA-Inc, ZA
197.87.200.0/21 #AS20011 NTT-DATA-Inc, ZA
197.87.208.0/22 #AS20011 NTT-DATA-Inc, ZA
197.87.215.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.216.0/21 #AS20011 NTT-DATA-Inc, ZA
197.87.225.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.226.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.229.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.230.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.234.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.239.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.242.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.244.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.247.0/24 #AS20011 NTT-DATA-Inc, ZA
197.87.252.0/24 #AS20011 NTT-DATA-Inc, ZA
197.88.0.0/21 #AS20011 NTT-DATA-Inc, ZA
197.88.8.0/23 #AS20011 NTT-DATA-Inc, ZA
197.88.12.0/22 #AS20011 NTT-DATA-Inc, ZA
197.88.16.0/21 #AS20011 NTT-DATA-Inc, ZA
197.88.26.0/23 #AS20011 NTT-DATA-Inc, ZA
197.88.28.0/22 #AS20011 NTT-DATA-Inc, ZA
197.88.32.0/19 #AS20011 NTT-DATA-Inc, ZA
197.88.64.0/19 #AS20011 NTT-DATA-Inc, ZA
197.88.96.0/21 #AS20011 NTT-DATA-Inc, ZA
197.88.104.0/22 #AS20011 NTT-DATA-Inc, ZA
197.88.108.0/23 #AS20011 NTT-DATA-Inc, ZA
197.88.111.0/24 #AS20011 NTT-DATA-Inc, ZA
197.88.112.0/23 #AS20011 NTT-DATA-Inc, ZA
197.88.115.0/24 #AS20011 NTT-DATA-Inc, ZA
197.88.116.0/22 #AS20011 NTT-DATA-Inc, ZA
197.88.120.0/21 #AS20011 NTT-DATA-Inc, ZA
197.88.128.0/18 #AS20011 NTT-DATA-Inc, ZA
197.88.192.0/22 #AS20011 NTT-DATA-Inc, ZA
197.88.224.0/19 #AS20011 NTT-DATA-Inc, ZA
197.89.2.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.4.0/22 #AS20011 NTT-DATA-Inc, ZA
197.89.8.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.10.0/23 #AS20011 NTT-DATA-Inc, ZA
197.89.12.0/22 #AS20011 NTT-DATA-Inc, ZA
197.89.17.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.18.0/23 #AS20011 NTT-DATA-Inc, ZA
197.89.20.0/22 #AS20011 NTT-DATA-Inc, ZA
197.89.24.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.27.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.31.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.33.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.34.0/23 #AS20011 NTT-DATA-Inc, ZA
197.89.36.0/22 #AS20011 NTT-DATA-Inc, ZA
197.89.40.0/22 #AS20011 NTT-DATA-Inc, ZA
197.89.45.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.46.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.50.0/23 #AS20011 NTT-DATA-Inc, ZA
197.89.53.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.54.0/23 #AS20011 NTT-DATA-Inc, ZA
197.89.56.0/21 #AS20011 NTT-DATA-Inc, ZA
197.89.64.0/23 #AS20011 NTT-DATA-Inc, ZA
197.89.67.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.68.0/22 #AS20011 NTT-DATA-Inc, ZA
197.89.72.0/22 #AS20011 NTT-DATA-Inc, ZA
197.89.76.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.78.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.83.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.84.0/22 #AS20011 NTT-DATA-Inc, ZA
197.89.88.0/22 #AS20011 NTT-DATA-Inc, ZA
197.89.92.0/23 #AS20011 NTT-DATA-Inc, ZA
197.89.95.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.96.0/21 #AS20011 NTT-DATA-Inc, ZA
197.89.104.0/23 #AS20011 NTT-DATA-Inc, ZA
197.89.106.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.108.0/22 #AS20011 NTT-DATA-Inc, ZA
197.89.112.0/20 #AS20011 NTT-DATA-Inc, ZA
197.89.128.0/18 #AS20011 NTT-DATA-Inc, ZA
197.89.192.0/21 #AS20011 NTT-DATA-Inc, ZA
197.89.200.0/22 #AS20011 NTT-DATA-Inc, ZA
197.89.204.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.206.0/23 #AS20011 NTT-DATA-Inc, ZA
197.89.209.0/24 #AS20011 NTT-DATA-Inc, ZA
197.89.210.0/23 #AS20011 NTT-DATA-Inc, ZA
197.89.212.0/22 #AS20011 NTT-DATA-Inc, ZA
197.89.216.0/21 #AS20011 NTT-DATA-Inc, ZA
197.89.224.0/19 #AS20011 NTT-DATA-Inc, ZA
197.90.16.0/20 #AS20011 NTT-DATA-Inc, ZA
197.90.32.0/19 #AS20011 NTT-DATA-Inc, ZA
197.90.80.0/20 #AS20011 NTT-DATA-Inc, ZA
197.90.96.0/19 #AS20011 NTT-DATA-Inc, ZA
197.90.128.0/19 #AS20011 NTT-DATA-Inc, ZA
197.90.192.0/20 #AS20011 NTT-DATA-Inc, ZA
197.90.232.0/21 #AS20011 NTT-DATA-Inc, ZA
197.90.240.0/21 #AS20011 NTT-DATA-Inc, ZA
197.90.252.0/22 #AS20011 NTT-DATA-Inc, ZA
197.91.16.0/20 #AS20011 NTT-DATA-Inc, ZA
197.91.32.0/19 #AS20011 NTT-DATA-Inc, ZA
197.91.64.0/19 #AS20011 NTT-DATA-Inc, ZA
197.91.128.0/19 #AS20011 NTT-DATA-Inc, ZA
197.91.160.0/20 #AS20011 NTT-DATA-Inc, ZA
197.91.176.0/21 #AS20011 NTT-DATA-Inc, ZA
197.91.184.0/22 #AS20011 NTT-DATA-Inc, ZA
197.91.190.0/23 #AS20011 NTT-DATA-Inc, ZA
197.91.216.0/21 #AS20011 NTT-DATA-Inc, ZA
197.91.240.0/20 #AS20011 NTT-DATA-Inc, ZA
197.92.0.0/18 #AS20011 NTT-DATA-Inc, ZA
197.92.144.0/20 #AS20011 NTT-DATA-Inc, ZA
197.92.160.0/19 #AS20011 NTT-DATA-Inc, ZA
197.92.192.0/20 #AS20011 NTT-DATA-Inc, ZA
197.92.209.0/24 #AS20011 NTT-DATA-Inc, ZA
197.92.216.0/21 #AS20011 NTT-DATA-Inc, ZA
197.92.224.0/21 #AS20011 NTT-DATA-Inc, ZA
197.93.0.0/17 #AS20011 NTT-DATA-Inc, ZA
197.93.128.0/19 #AS20011 NTT-DATA-Inc, ZA
197.93.160.0/21 #AS20011 NTT-DATA-Inc, ZA
197.93.168.0/23 #AS20011 NTT-DATA-Inc, ZA
197.93.171.0/24 #AS20011 NTT-DATA-Inc, ZA
197.93.172.0/22 #AS20011 NTT-DATA-Inc, ZA
197.93.176.0/20 #AS20011 NTT-DATA-Inc, ZA
197.93.192.0/20 #AS20011 NTT-DATA-Inc, ZA
197.93.208.0/23 #AS20011 NTT-DATA-Inc, ZA
197.93.210.0/24 #AS20011 NTT-DATA-Inc, ZA
197.93.216.0/21 #AS20011 NTT-DATA-Inc, ZA
197.93.224.0/19 #AS20011 NTT-DATA-Inc, ZA
197.94.8.0/21 #AS20011 NTT-DATA-Inc, ZA
197.94.16.0/21 #AS20011 NTT-DATA-Inc, ZA
197.94.28.0/22 #AS20011 NTT-DATA-Inc, ZA
197.94.32.0/22 #AS20011 NTT-DATA-Inc, ZA
197.94.36.0/23 #AS20011 NTT-DATA-Inc, ZA
197.94.38.0/24 #AS20011 NTT-DATA-Inc, ZA
197.94.40.0/21 #AS20011 NTT-DATA-Inc, ZA
197.94.52.0/22 #AS20011 NTT-DATA-Inc, ZA
197.94.56.0/21 #AS20011 NTT-DATA-Inc, ZA
197.94.64.0/19 #AS20011 NTT-DATA-Inc, ZA
197.94.192.0/19 #AS20011 NTT-DATA-Inc, ZA
197.94.224.0/20 #AS20011 NTT-DATA-Inc, ZA
197.94.240.0/22 #AS20011 NTT-DATA-Inc, ZA
197.94.244.0/23 #AS20011 NTT-DATA-Inc, ZA
197.94.246.0/24 #AS20011 NTT-DATA-Inc, ZA
197.94.248.0/22 #AS20011 NTT-DATA-Inc, ZA
197.94.253.0/24 #AS20011 NTT-DATA-Inc, ZA
197.94.254.0/23 #AS20011 NTT-DATA-Inc, ZA
197.95.0.0/17 #AS20011 NTT-DATA-Inc, ZA
197.95.128.0/19 #AS20011 NTT-DATA-Inc, ZA
197.95.176.0/20 #AS20011 NTT-DATA-Inc, ZA
197.95.192.0/20 #AS20011 NTT-DATA-Inc, ZA
197.95.208.0/21 #AS20011 NTT-DATA-Inc, ZA
197.97.20.0/22 #AS20011 NTT-DATA-Inc, ZA
197.99.249.0/24 #AS20011 NTT-DATA-Inc, ZA
197.101.78.0/23 #AS20011 NTT-DATA-Inc, ZA
197.101.82.0/23 #AS20011 NTT-DATA-Inc, ZA
197.101.88.0/21 #AS20011 NTT-DATA-Inc, ZA
197.101.116.0/22 #AS20011 NTT-DATA-Inc, ZA
197.101.120.0/21 #AS20011 NTT-DATA-Inc, ZA
197.101.134.0/23 #AS20011 NTT-DATA-Inc, ZA
197.101.136.0/21 #AS20011 NTT-DATA-Inc, ZA
197.101.144.0/21 #AS20011 NTT-DATA-Inc, ZA
197.101.162.0/23 #AS20011 NTT-DATA-Inc, ZA
197.101.166.0/23 #AS20011 NTT-DATA-Inc, ZA
197.101.168.0/21 #AS20011 NTT-DATA-Inc, ZA
197.101.184.0/22 #AS20011 NTT-DATA-Inc, ZA
197.101.190.0/23 #AS20011 NTT-DATA-Inc, ZA
197.101.196.0/22 #AS20011 NTT-DATA-Inc, ZA
197.101.216.0/21 #AS20011 NTT-DATA-Inc, ZA
196.202.248.0/22 #AS21739 T-SOL, ZA
41.85.0.0/17 #AS22355 FROGFOOT, ZA
41.206.192.0/19 #AS22355 FROGFOOT, ZA
196.1.56.0/21 #AS22355 FROGFOOT, ZA
196.29.240.0/20 #AS22386 SARB, ZA
66.18.64.0/20 #AS22572 INFOSAT-IP, ZA
66.18.80.0/21 #AS22572 INFOSAT-IP, ZA
66.18.88.0/22 #AS22572 INFOSAT-IP, ZA
66.18.92.0/23 #AS22572 INFOSAT-IP, ZA
66.18.94.0/24 #AS22572 INFOSAT-IP, ZA
196.44.64.0/19 #AS22750 BCSNET, ZA
196.44.224.0/20 #AS22750 BCSNET, ZA
196.6.184.0/24 #AS23058 DHN-BGP-AS2002, ZA
196.6.208.0/22 #AS23058 DHN-BGP-AS2002, ZA
196.216.250.0/24 #AS23058 DHN-BGP-AS2002, ZA
196.250.232.0/21 #AS23058 DHN-BGP-AS2002, ZA
206.185.3.0/24 #AS23058 DHN-BGP-AS2002, ZA
192.175.48.1/32 #AS24788 UUNET-AFRICA, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.202.32.0/19 #AS25818 CMCNETWORKS, ZA
45.150.116.0/22 #AS25818 CMCNETWORKS, ZA
69.67.32.0/20 #AS25818 CMCNETWORKS, ZA
87.101.4.0/22 #AS25818 CMCNETWORKS, ZA
102.64.96.0/20 #AS25818 CMCNETWORKS, ZA
102.177.112.0/20 #AS25818 CMCNETWORKS, ZA
158.173.68.0/22 #AS25818 CMCNETWORKS, ZA
158.173.172.0/22 #AS25818 CMCNETWORKS, ZA
196.1.144.0/20 #AS25818 CMCNETWORKS, ZA
196.32.8.0/21 #AS25818 CMCNETWORKS, ZA
197.231.160.0/21 #AS25818 CMCNETWORKS, ZA
217.19.16.0/22 #AS25818 CMCNETWORKS, ZA
192.175.48.1/32 #AS27598 NTT-DATA-Inc, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.203.160.0/20 #AS29918 IMPOL-ASN, ZA
196.46.136.0/21 #AS29918 IMPOL-ASN, ZA
197.211.64.0/19 #AS29918 IMPOL-ASN, ZA
41.1.0.0/16 #AS29975 VODACOM-, ZA
41.2.0.0/18 #AS29975 VODACOM-, ZA
41.3.0.0/16 #AS29975 VODACOM-, ZA
41.4.0.0/14 #AS29975 VODACOM-, ZA
41.8.0.0/15 #AS29975 VODACOM-, ZA
41.12.0.0/15 #AS29975 VODACOM-, ZA
41.15.0.0/16 #AS29975 VODACOM-, ZA
41.17.0.0/16 #AS29975 VODACOM-, ZA
41.18.0.0/16 #AS29975 VODACOM-, ZA
41.22.0.0/16 #AS29975 VODACOM-, ZA
41.26.0.0/15 #AS29975 VODACOM-, ZA
41.28.0.0/14 #AS29975 VODACOM-, ZA
41.192.0.0/19 #AS29975 VODACOM-, ZA
41.192.128.0/19 #AS29975 VODACOM-, ZA
41.192.192.0/19 #AS29975 VODACOM-, ZA
41.192.248.0/21 #AS29975 VODACOM-, ZA
105.245.0.0/17 #AS29975 VODACOM-, ZA
105.245.160.0/19 #AS29975 VODACOM-, ZA
105.245.192.0/18 #AS29975 VODACOM-, ZA
105.248.0.0/14 #AS29975 VODACOM-, ZA
105.252.0.0/15 #AS29975 VODACOM-, ZA
196.6.129.0/24 #AS29975 VODACOM-, ZA
196.11.146.0/24 #AS29975 VODACOM-, ZA
196.46.160.0/20 #AS29975 VODACOM-, ZA
196.207.32.0/20 #AS29975 VODACOM-, ZA
41.223.244.0/22 #AS32437 edgeconnect-legacy, ZA
102.176.224.0/20 #AS32437 edgeconnect-legacy, ZA
102.202.120.0/22 #AS32437 edgeconnect-legacy, ZA
160.119.192.0/22 #AS32437 edgeconnect-legacy, ZA
41.77.152.0/21 #AS32653 ENETWORKS, ZA
41.222.48.0/21 #AS32653 ENETWORKS, ZA
45.220.128.0/17 #AS32653 ENETWORKS, ZA
154.72.96.0/20 #AS32653 ENETWORKS, ZA
192.175.48.1/32 #AS32714 COMPUTE, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS33579 IMPERIAL-ONLINE, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.213.80.0/20 #AS33762 RAIN-GROUP-HOLDINGS, ZA
192.175.48.1/32 #AS33766 CYBERSMART-20071029, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
196.10.214.0/24 #AS33769 IMANAFOODS, ZA
196.13.220.0/24 #AS33769 IMANAFOODS, ZA
185.46.84.0/22 #AS35624 SILVERSTAR-AS, ZA
5.181.171.0/24 #AS35830 BTTGROUP-AS, ZA
5.183.254.0/24 #AS35830 BTTGROUP-AS, ZA
45.66.209.0/24 #AS35830 BTTGROUP-AS, ZA
45.66.210.0/23 #AS35830 BTTGROUP-AS, ZA
45.80.106.0/23 #AS35830 BTTGROUP-AS, ZA
45.88.13.0/24 #AS35830 BTTGROUP-AS, ZA
45.132.186.0/23 #AS35830 BTTGROUP-AS, ZA
45.148.126.0/24 #AS35830 BTTGROUP-AS, ZA
45.159.20.0/24 #AS35830 BTTGROUP-AS, ZA
62.3.0.0/24 #AS35830 BTTGROUP-AS, ZA
77.81.65.0/24 #AS35830 BTTGROUP-AS, ZA
89.19.35.0/24 #AS35830 BTTGROUP-AS, ZA
89.47.55.0/24 #AS35830 BTTGROUP-AS, ZA
130.49.76.0/22 #AS35830 BTTGROUP-AS, ZA
130.49.112.0/22 #AS35830 BTTGROUP-AS, ZA
166.1.131.0/24 #AS35830 BTTGROUP-AS, ZA
185.61.216.0/24 #AS35830 BTTGROUP-AS, ZA
185.61.220.0/24 #AS35830 BTTGROUP-AS, ZA
185.81.144.0/23 #AS35830 BTTGROUP-AS, ZA
185.88.102.0/23 #AS35830 BTTGROUP-AS, ZA
185.96.37.0/24 #AS35830 BTTGROUP-AS, ZA
185.102.112.0/23 #AS35830 BTTGROUP-AS, ZA
193.151.188.0/24 #AS35830 BTTGROUP-AS, ZA
212.119.40.0/23 #AS35830 BTTGROUP-AS, ZA
213.232.121.0/24 #AS35830 BTTGROUP-AS, ZA
213.232.123.0/24 #AS35830 BTTGROUP-AS, ZA
41.177.0.0/16 #AS36874 Cybersmart, ZA
105.233.0.0/16 #AS36874 Cybersmart, ZA
196.22.240.0/20 #AS36874 Cybersmart, ZA
196.41.96.0/19 #AS36874 Cybersmart, ZA
192.175.48.1/32 #AS36875 ENSYNC-AS, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS36889 Liberty-Holdings-AS, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.207.236.0/22 #AS36898 Currant, ZA
169.255.172.0/22 #AS36898 Currant, ZA
192.175.48.1/32 #AS36910 ECN-AS2, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.138.92.0/22 #AS36916 X-DSL-NET1, ZA
41.180.0.0/17 #AS36916 X-DSL-NET1, ZA
41.180.132.0/22 #AS36916 X-DSL-NET1, ZA
41.180.140.0/22 #AS36916 X-DSL-NET1, ZA
41.180.144.0/21 #AS36916 X-DSL-NET1, ZA
41.180.156.0/22 #AS36916 X-DSL-NET1, ZA
41.180.160.0/22 #AS36916 X-DSL-NET1, ZA
41.180.168.0/22 #AS36916 X-DSL-NET1, ZA
41.180.180.0/22 #AS36916 X-DSL-NET1, ZA
41.180.192.0/21 #AS36916 X-DSL-NET1, ZA
41.180.216.0/21 #AS36916 X-DSL-NET1, ZA
41.180.228.0/22 #AS36916 X-DSL-NET1, ZA
41.180.236.0/22 #AS36916 X-DSL-NET1, ZA
41.180.248.0/21 #AS36916 X-DSL-NET1, ZA
41.221.224.0/20 #AS36916 X-DSL-NET1, ZA
41.223.60.0/22 #AS36916 X-DSL-NET1, ZA
66.92.72.0/22 #AS36916 X-DSL-NET1, ZA
66.92.232.0/22 #AS36916 X-DSL-NET1, ZA
66.227.12.0/22 #AS36916 X-DSL-NET1, ZA
66.253.48.0/22 #AS36916 X-DSL-NET1, ZA
66.253.60.0/22 #AS36916 X-DSL-NET1, ZA
69.17.112.0/21 #AS36916 X-DSL-NET1, ZA
69.17.124.0/22 #AS36916 X-DSL-NET1, ZA
192.142.64.0/19 #AS36916 X-DSL-NET1, ZA
192.142.128.0/18 #AS36916 X-DSL-NET1, ZA
192.142.198.0/23 #AS36916 X-DSL-NET1, ZA
192.142.230.0/23 #AS36916 X-DSL-NET1, ZA
192.142.240.0/21 #AS36916 X-DSL-NET1, ZA
216.132.156.0/22 #AS36916 X-DSL-NET1, ZA
216.132.236.0/22 #AS36916 X-DSL-NET1, ZA
216.132.244.0/22 #AS36916 X-DSL-NET1, ZA
216.132.252.0/22 #AS36916 X-DSL-NET1, ZA
41.160.0.0/12 #AS36937 Neotel-AS, ZA
41.217.194.0/23 #AS36937 Neotel-AS, ZA
195.206.65.0/24 #AS36937 Neotel-AS, ZA
41.61.0.0/16 #AS36943 ZA-1-Grid, ZA
41.185.0.0/16 #AS36943 ZA-1-Grid, ZA
196.43.195.0/24 #AS36943 ZA-1-Grid, ZA
196.220.32.0/19 #AS36943 ZA-1-Grid, ZA
