104.253.15.0/24 #AS5511 OPENTRANSIT, FR
104.253.147.0/24 #AS5511 OPENTRANSIT, FR
107.150.169.0/24 #AS5511 OPENTRANSIT, FR
107.150.173.0/24 #AS5511 OPENTRANSIT, FR
109.72.120.0/24 #AS5511 OPENTRANSIT, FR
109.110.178.0/23 #AS5511 OPENTRANSIT, FR
109.234.76.0/24 #AS5511 OPENTRANSIT, FR
110.172.191.0/24 #AS5511 OPENTRANSIT, FR
114.69.245.0/24 #AS5511 OPENTRANSIT, FR
122.8.64.0/22 #AS5511 OPENTRANSIT, FR
122.8.72.0/22 #AS5511 OPENTRANSIT, FR
124.198.140.0/22 #AS5511 OPENTRANSIT, FR
124.198.148.0/22 #AS5511 OPENTRANSIT, FR
124.198.152.0/21 #AS5511 OPENTRANSIT, FR
130.185.168.0/22 #AS5511 OPENTRANSIT, FR
136.0.132.0/24 #AS5511 OPENTRANSIT, FR
136.144.25.0/24 #AS5511 OPENTRANSIT, FR
137.83.138.0/24 #AS5511 OPENTRANSIT, FR
141.98.5.0/24 #AS5511 OPENTRANSIT, FR
141.105.141.0/24 #AS5511 OPENTRANSIT, FR
142.111.32.0/24 #AS5511 OPENTRANSIT, FR
142.111.57.0/24 #AS5511 OPENTRANSIT, FR
142.111.68.0/24 #AS5511 OPENTRANSIT, FR
144.56.1.0/24 #AS5511 OPENTRANSIT, FR
144.56.2.0/23 #AS5511 OPENTRANSIT, FR
144.56.4.0/23 #AS5511 OPENTRANSIT, FR
144.56.6.0/24 #AS5511 OPENTRANSIT, FR
144.56.14.0/24 #AS5511 OPENTRANSIT, FR
144.56.16.0/24 #AS5511 OPENTRANSIT, FR
144.225.205.0/24 #AS5511 OPENTRANSIT, FR
144.225.206.0/23 #AS5511 OPENTRANSIT, FR
144.225.208.0/22 #AS5511 OPENTRANSIT, FR
144.225.212.0/23 #AS5511 OPENTRANSIT, FR
144.225.214.0/24 #AS5511 OPENTRANSIT, FR
146.19.26.0/24 #AS5511 OPENTRANSIT, FR
146.19.123.0/24 #AS5511 OPENTRANSIT, FR
146.19.193.0/24 #AS5511 OPENTRANSIT, FR
148.59.74.0/24 #AS5511 OPENTRANSIT, FR
151.244.182.0/23 #AS5511 OPENTRANSIT, FR
154.17.104.0/24 #AS5511 OPENTRANSIT, FR
154.17.106.0/24 #AS5511 OPENTRANSIT, FR
154.17.109.0/24 #AS5511 OPENTRANSIT, FR
154.17.112.0/24 #AS5511 OPENTRANSIT, FR
154.17.149.0/24 #AS5511 OPENTRANSIT, FR
154.28.68.0/22 #AS5511 OPENTRANSIT, FR
154.28.77.0/24 #AS5511 OPENTRANSIT, FR
154.28.96.0/24 #AS5511 OPENTRANSIT, FR
154.28.98.0/24 #AS5511 OPENTRANSIT, FR
154.29.3.0/24 #AS5511 OPENTRANSIT, FR
154.29.5.0/24 #AS5511 OPENTRANSIT, FR
154.37.75.0/24 #AS5511 OPENTRANSIT, FR
154.37.77.0/24 #AS5511 OPENTRANSIT, FR
158.94.64.0/20 #AS5511 OPENTRANSIT, FR
158.140.216.0/21 #AS5511 OPENTRANSIT, FR
158.173.8.0/21 #AS5511 OPENTRANSIT, FR
158.173.136.0/22 #AS5511 OPENTRANSIT, FR
159.148.109.0/24 #AS5511 OPENTRANSIT, FR
159.148.157.0/24 #AS5511 OPENTRANSIT, FR
159.148.236.0/24 #AS5511 OPENTRANSIT, FR
159.148.239.0/24 #AS5511 OPENTRANSIT, FR
162.218.177.0/24 #AS5511 OPENTRANSIT, FR
162.218.178.0/24 #AS5511 OPENTRANSIT, FR
163.5.73.0/24 #AS5511 OPENTRANSIT, FR
163.47.104.0/22 #AS5511 OPENTRANSIT, FR
165.49.65.0/24 #AS5511 OPENTRANSIT, FR
165.49.66.0/24 #AS5511 OPENTRANSIT, FR
165.49.72.0/24 #AS5511 OPENTRANSIT, FR
165.49.74.0/24 #AS5511 OPENTRANSIT, FR
165.49.77.0/24 #AS5511 OPENTRANSIT, FR
165.49.80.0/24 #AS5511 OPENTRANSIT, FR
165.49.88.0/24 #AS5511 OPENTRANSIT, FR
165.49.103.0/24 #AS5511 OPENTRANSIT, FR
165.49.119.0/24 #AS5511 OPENTRANSIT, FR
165.49.252.0/24 #AS5511 OPENTRANSIT, FR
165.225.204.0/23 #AS5511 OPENTRANSIT, FR
166.0.77.0/24 #AS5511 OPENTRANSIT, FR
166.0.78.0/23 #AS5511 OPENTRANSIT, FR
166.0.84.0/23 #AS5511 OPENTRANSIT, FR
167.100.97.0/24 #AS5511 OPENTRANSIT, FR
167.160.1.0/24 #AS5511 OPENTRANSIT, FR
167.160.2.0/24 #AS5511 OPENTRANSIT, FR
167.254.200.0/24 #AS5511 OPENTRANSIT, FR
168.199.19.0/24 #AS5511 OPENTRANSIT, FR
172.98.161.0/24 #AS5511 OPENTRANSIT, FR
172.102.196.0/24 #AS5511 OPENTRANSIT, FR
176.103.180.0/22 #AS5511 OPENTRANSIT, FR
176.116.11.0/24 #AS5511 OPENTRANSIT, FR
176.116.13.0/24 #AS5511 OPENTRANSIT, FR
176.118.34.0/24 #AS5511 OPENTRANSIT, FR
178.93.15.0/24 #AS5511 OPENTRANSIT, FR
178.93.60.0/22 #AS5511 OPENTRANSIT, FR
178.93.172.0/22 #AS5511 OPENTRANSIT, FR
178.93.204.0/22 #AS5511 OPENTRANSIT, FR
178.95.64.0/22 #AS5511 OPENTRANSIT, FR
178.210.244.0/24 #AS5511 OPENTRANSIT, FR
178.210.254.0/23 #AS5511 OPENTRANSIT, FR
178.239.205.0/24 #AS5511 OPENTRANSIT, FR
178.254.150.0/24 #AS5511 OPENTRANSIT, FR
179.61.198.0/24 #AS5511 OPENTRANSIT, FR
179.61.210.0/24 #AS5511 OPENTRANSIT, FR
179.61.212.0/24 #AS5511 OPENTRANSIT, FR
179.61.214.0/24 #AS5511 OPENTRANSIT, FR
181.214.223.0/24 #AS5511 OPENTRANSIT, FR
181.214.224.0/24 #AS5511 OPENTRANSIT, FR
181.214.233.0/24 #AS5511 OPENTRANSIT, FR
181.214.243.0/24 #AS5511 OPENTRANSIT, FR
185.21.131.0/24 #AS5511 OPENTRANSIT, FR
185.25.104.0/24 #AS5511 OPENTRANSIT, FR
185.76.150.0/24 #AS5511 OPENTRANSIT, FR
185.89.251.0/24 #AS5511 OPENTRANSIT, FR
185.114.35.0/24 #AS5511 OPENTRANSIT, FR
185.126.35.0/24 #AS5511 OPENTRANSIT, FR
185.184.135.0/24 #AS5511 OPENTRANSIT, FR
185.184.219.0/24 #AS5511 OPENTRANSIT, FR
185.192.213.0/24 #AS5511 OPENTRANSIT, FR
185.192.214.0/24 #AS5511 OPENTRANSIT, FR
185.203.150.0/24 #AS5511 OPENTRANSIT, FR
185.205.189.0/24 #AS5511 OPENTRANSIT, FR
185.212.173.0/24 #AS5511 OPENTRANSIT, FR
185.212.174.0/24 #AS5511 OPENTRANSIT, FR
185.227.7.0/24 #AS5511 OPENTRANSIT, FR
185.248.135.0/24 #AS5511 OPENTRANSIT, FR
185.249.53.0/24 #AS5511 OPENTRANSIT, FR
185.251.21.0/24 #AS5511 OPENTRANSIT, FR
188.74.161.0/24 #AS5511 OPENTRANSIT, FR
188.74.162.0/24 #AS5511 OPENTRANSIT, FR
188.74.165.0/24 #AS5511 OPENTRANSIT, FR
188.74.166.0/23 #AS5511 OPENTRANSIT, FR
188.214.27.0/24 #AS5511 OPENTRANSIT, FR
188.240.75.0/24 #AS5511 OPENTRANSIT, FR
188.244.123.0/24 #AS5511 OPENTRANSIT, FR
188.255.210.0/24 #AS5511 OPENTRANSIT, FR
188.255.239.0/24 #AS5511 OPENTRANSIT, FR
189.81.82.0/23 #AS5511 OPENTRANSIT, FR
191.96.8.0/24 #AS5511 OPENTRANSIT, FR
191.96.16.0/24 #AS5511 OPENTRANSIT, FR
191.96.27.0/24 #AS5511 OPENTRANSIT, FR
191.96.83.0/24 #AS5511 OPENTRANSIT, FR
193.9.124.0/24 #AS5511 OPENTRANSIT, FR
193.29.97.0/24 #AS5511 OPENTRANSIT, FR
193.35.231.0/24 #AS5511 OPENTRANSIT, FR
193.43.42.0/24 #AS5511 OPENTRANSIT, FR
193.110.134.0/23 #AS5511 OPENTRANSIT, FR
193.151.183.0/24 #AS5511 OPENTRANSIT, FR
193.219.7.0/24 #AS5511 OPENTRANSIT, FR
193.228.224.0/24 #AS5511 OPENTRANSIT, FR
193.239.146.0/23 #AS5511 OPENTRANSIT, FR
193.251.128.0/19 #AS5511 OPENTRANSIT, FR
193.251.160.0/20 #AS5511 OPENTRANSIT, FR
193.251.220.0/22 #AS5511 OPENTRANSIT, FR
193.251.240.0/20 #AS5511 OPENTRANSIT, FR
193.252.113.0/24 #AS5511 OPENTRANSIT, FR
193.252.226.0/24 #AS5511 OPENTRANSIT, FR
193.253.158.0/23 #AS5511 OPENTRANSIT, FR
194.26.119.0/24 #AS5511 OPENTRANSIT, FR
194.31.205.0/24 #AS5511 OPENTRANSIT, FR
194.104.239.0/24 #AS5511 OPENTRANSIT, FR
195.40.16.0/23 #AS5511 OPENTRANSIT, FR
195.40.88.0/23 #AS5511 OPENTRANSIT, FR
195.40.152.0/24 #AS5511 OPENTRANSIT, FR
195.40.184.0/23 #AS5511 OPENTRANSIT, FR
195.206.111.0/24 #AS5511 OPENTRANSIT, FR
196.27.0.0/18 #AS5511 OPENTRANSIT, FR
200.30.0.0/18 #AS5511 OPENTRANSIT, FR
202.49.244.0/22 #AS5511 OPENTRANSIT, FR
202.50.124.0/22 #AS5511 OPENTRANSIT, FR
202.167.0.0/17 #AS5511 OPENTRANSIT, FR
202.167.128.0/18 #AS5511 OPENTRANSIT, FR
203.188.176.0/22 #AS5511 OPENTRANSIT, FR
203.188.184.0/22 #AS5511 OPENTRANSIT, FR
203.188.188.0/24 #AS5511 OPENTRANSIT, FR
204.217.226.0/23 #AS5511 OPENTRANSIT, FR
204.217.234.0/23 #AS5511 OPENTRANSIT, FR
204.217.236.0/23 #AS5511 OPENTRANSIT, FR
205.220.229.0/24 #AS5511 OPENTRANSIT, FR
206.48.0.0/16 #AS5511 OPENTRANSIT, FR
206.232.64.0/22 #AS5511 OPENTRANSIT, FR
206.232.114.0/23 #AS5511 OPENTRANSIT, FR
212.18.124.0/24 #AS5511 OPENTRANSIT, FR
212.32.51.0/24 #AS5511 OPENTRANSIT, FR
212.32.70.0/24 #AS5511 OPENTRANSIT, FR
212.32.77.0/24 #AS5511 OPENTRANSIT, FR
212.32.78.0/23 #AS5511 OPENTRANSIT, FR
212.46.43.0/24 #AS5511 OPENTRANSIT, FR
212.56.51.0/24 #AS5511 OPENTRANSIT, FR
212.56.55.0/24 #AS5511 OPENTRANSIT, FR
212.69.1.0/24 #AS5511 OPENTRANSIT, FR
212.87.200.0/24 #AS5511 OPENTRANSIT, FR
212.87.202.0/24 #AS5511 OPENTRANSIT, FR
212.135.9.0/24 #AS5511 OPENTRANSIT, FR
212.180.3.0/24 #AS5511 OPENTRANSIT, FR
212.180.4.0/24 #AS5511 OPENTRANSIT, FR
212.180.12.0/22 #AS5511 OPENTRANSIT, FR
212.180.22.0/24 #AS5511 OPENTRANSIT, FR
212.180.26.0/24 #AS5511 OPENTRANSIT, FR
212.180.29.0/24 #AS5511 OPENTRANSIT, FR
212.180.37.0/24 #AS5511 OPENTRANSIT, FR
212.180.44.0/24 #AS5511 OPENTRANSIT, FR
212.180.46.0/23 #AS5511 OPENTRANSIT, FR
212.180.64.0/20 #AS5511 OPENTRANSIT, FR
212.180.84.0/24 #AS5511 OPENTRANSIT, FR
212.180.94.0/24 #AS5511 OPENTRANSIT, FR
212.180.96.0/22 #AS5511 OPENTRANSIT, FR
212.180.101.0/24 #AS5511 OPENTRANSIT, FR
213.137.89.0/24 #AS5511 OPENTRANSIT, FR
213.137.91.0/24 #AS5511 OPENTRANSIT, FR
213.249.88.0/24 #AS5511 OPENTRANSIT, FR
216.173.94.0/24 #AS5511 OPENTRANSIT, FR
217.74.16.0/24 #AS5511 OPENTRANSIT, FR
217.119.142.0/24 #AS5511 OPENTRANSIT, FR
192.175.48.1/32 #AS5583 ORANGE-BUSINESS-SERVICES-BENELUX Orange Business Services formerly Equant AS for BENELUX, FR - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS5630 WORLDLINE-GERMANY Atos Worldline SAS, FR - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
46.18.192.0/21 #AS6738 DRI, FR
185.86.178.0/23 #AS6738 DRI, FR
195.114.26.0/23 #AS6738 DRI, FR
45.156.4.0/22 #AS8218 NEO-ASN Zayo Europe, FR
46.255.176.0/21 #AS8218 NEO-ASN Zayo Europe, FR
83.167.32.0/19 #AS8218 NEO-ASN Zayo Europe, FR
91.194.208.0/23 #AS8218 NEO-ASN Zayo Europe, FR
94.103.128.0/20 #AS8218 NEO-ASN Zayo Europe, FR
141.255.136.0/21 #AS8218 NEO-ASN Zayo Europe, FR
158.255.96.0/19 #AS8218 NEO-ASN Zayo Europe, FR
164.138.246.0/24 #AS8218 NEO-ASN Zayo Europe, FR
185.75.241.0/24 #AS8218 NEO-ASN Zayo Europe, FR
185.110.192.0/22 #AS8218 NEO-ASN Zayo Europe, FR
193.200.110.0/23 #AS8218 NEO-ASN Zayo Europe, FR
193.227.248.0/23 #AS8218 NEO-ASN Zayo Europe, FR
194.0.255.0/24 #AS8218 NEO-ASN Zayo Europe, FR
194.8.50.0/24 #AS8218 NEO-ASN Zayo Europe, FR
195.216.192.0/23 #AS8218 NEO-ASN Zayo Europe, FR
212.69.160.0/19 #AS8218 NEO-ASN Zayo Europe, FR
213.152.0.0/19 #AS8218 NEO-ASN Zayo Europe, FR
213.179.76.0/22 #AS8218 NEO-ASN Zayo Europe, FR
145.226.0.0/16 #AS8255 EURO-INFORMATION, FR
193.56.246.0/24 #AS8255 EURO-INFORMATION, FR
193.57.112.0/21 #AS8255 EURO-INFORMATION, FR
193.57.122.0/23 #AS8255 EURO-INFORMATION, FR
193.57.126.0/24 #AS8255 EURO-INFORMATION, FR
193.57.225.0/24 #AS8255 EURO-INFORMATION, FR
5.144.136.0/21 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
46.227.80.0/21 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
81.91.64.0/20 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
87.252.0.0/19 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
91.188.64.0/19 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
128.204.208.0/21 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
185.91.36.0/22 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
193.239.120.0/22 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
195.13.58.0/23 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
195.200.96.0/19 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
198.51.136.0/22 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
199.115.124.0/22 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
213.182.32.0/19 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
213.218.128.0/19 #AS8304 ECRITEL-FRANCE ISP and web hosting., FR
37.19.128.0/18 #AS8309 SIPARTECH, FR
62.129.0.0/19 #AS8309 SIPARTECH, FR
144.56.56.0/24 #AS8309 SIPARTECH, FR
185.46.164.0/24 #AS8309 SIPARTECH, FR
217.180.128.0/18 #AS8309 SIPARTECH, FR
192.175.48.1/32 #AS8310 PACWAN-ASN, FR - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
78.153.250.0/24 #AS8352 UNIBAIL-AS, FR
91.213.148.0/24 #AS8352 UNIBAIL-AS, FR
95.143.75.0/24 #AS8352 UNIBAIL-AS, FR
185.65.141.0/24 #AS8352 UNIBAIL-AS, FR
5.158.240.0/20 #AS8362 245 Boulevard de Tournai, FR
37.72.232.0/24 #AS8362 245 Boulevard de Tournai, FR
46.162.128.0/18 #AS8362 245 Boulevard de Tournai, FR
79.141.192.0/22 #AS8362 245 Boulevard de Tournai, FR
79.141.197.0/24 #AS8362 245 Boulevard de Tournai, FR
79.141.204.0/24 #AS8362 245 Boulevard de Tournai, FR
79.141.206.0/23 #AS8362 245 Boulevard de Tournai, FR
80.10.40.0/24 #AS8362 245 Boulevard de Tournai, FR
92.179.0.0/17 #AS8362 245 Boulevard de Tournai, FR
92.179.160.0/19 #AS8362 245 Boulevard de Tournai, FR
92.179.192.0/19 #AS8362 245 Boulevard de Tournai, FR
92.179.240.0/20 #AS8362 245 Boulevard de Tournai, FR
92.188.0.0/16 #AS8362 245 Boulevard de Tournai, FR
194.51.85.0/24 #AS8362 245 Boulevard de Tournai, FR
194.206.126.0/24 #AS8362 245 Boulevard de Tournai, FR
195.6.244.0/23 #AS8362 245 Boulevard de Tournai, FR
195.146.224.0/19 #AS8362 245 Boulevard de Tournai, FR
37.97.64.0/19 #AS8399 SEWAN-, FR
37.97.96.0/20 #AS8399 SEWAN-, FR
37.139.120.0/21 #AS8399 SEWAN-, FR
65.39.64.0/19 #AS8399 SEWAN-, FR
80.251.96.0/20 #AS8399 SEWAN-, FR
81.93.0.0/19 #AS8399 SEWAN-, FR
88.213.224.0/19 #AS8399 SEWAN-, FR
155.2.128.0/19 #AS8399 SEWAN-, FR
157.143.128.0/17 #AS8399 SEWAN-, FR
178.174.96.0/20 #AS8399 SEWAN-, FR
178.255.160.0/21 #AS8399 SEWAN-, FR
185.6.92.0/22 #AS8399 SEWAN-, FR
185.8.252.0/22 #AS8399 SEWAN-, FR
185.24.140.0/22 #AS8399 SEWAN-, FR
185.32.208.0/22 #AS8399 SEWAN-, FR
185.42.176.0/22 #AS8399 SEWAN-, FR
185.50.52.0/22 #AS8399 SEWAN-, FR
185.65.248.0/22 #AS8399 SEWAN-, FR
185.76.216.0/22 #AS8399 SEWAN-, FR
185.218.208.0/22 #AS8399 SEWAN-, FR
185.249.20.0/22 #AS8399 SEWAN-, FR
193.142.158.0/24 #AS8399 SEWAN-, FR
195.135.0.0/17 #AS8399 SEWAN-, FR
217.74.96.0/20 #AS8399 SEWAN-, FR
217.181.128.0/17 #AS8399 SEWAN-, FR
78.41.160.0/21 #AS8487 PHIBEE, FR
78.41.184.0/21 #AS8487 PHIBEE, FR
85.12.128.0/18 #AS8487 PHIBEE, FR
92.43.128.0/21 #AS8487 PHIBEE, FR
185.41.180.0/22 #AS8487 PHIBEE, FR
185.98.21.0/24 #AS8487 PHIBEE, FR
185.171.23.0/24 #AS8487 PHIBEE, FR
193.19.216.0/22 #AS8487 PHIBEE, FR
193.42.213.0/24 #AS8487 PHIBEE, FR
193.46.203.0/24 #AS8487 PHIBEE, FR
194.246.101.0/24 #AS8487 PHIBEE, FR
195.62.42.0/23 #AS8487 PHIBEE, FR
138.21.3.0/24 #AS8528 RENAULT, FR
138.21.4.0/24 #AS8528 RENAULT, FR
138.21.12.0/24 #AS8528 RENAULT, FR
138.21.23.0/24 #AS8528 RENAULT, FR
138.21.24.0/24 #AS8528 RENAULT, FR
138.21.50.0/24 #AS8528 RENAULT, FR
138.21.55.0/24 #AS8528 RENAULT, FR
138.21.113.0/24 #AS8528 RENAULT, FR
138.21.117.0/24 #AS8528 RENAULT, FR
138.21.119.0/24 #AS8528 RENAULT, FR
138.21.148.0/24 #AS8528 RENAULT, FR
193.8.143.0/24 #AS8528 RENAULT, FR
193.194.132.0/22 #AS8528 RENAULT, FR
193.236.132.0/22 #AS8528 RENAULT, FR
194.41.4.0/22 #AS8528 RENAULT, FR
194.146.54.0/24 #AS8528 RENAULT, FR
82.97.0.0/18 #AS8554 ATSAT ATSAT Autonomous System, FR
91.223.22.0/24 #AS8554 ATSAT ATSAT Autonomous System, FR
185.52.32.0/22 #AS8554 ATSAT ATSAT Autonomous System, FR
193.41.72.0/22 #AS8554 ATSAT ATSAT Autonomous System, FR
194.103.215.0/24 #AS8554 ATSAT ATSAT Autonomous System, FR
195.234.46.0/24 #AS8554 ATSAT ATSAT Autonomous System, FR
62.244.64.0/22 #AS8565 WAN_AGAIN, FR
62.244.68.0/23 #AS8565 WAN_AGAIN, FR
62.244.82.0/23 #AS8565 WAN_AGAIN, FR
62.244.100.0/22 #AS8565 WAN_AGAIN, FR
62.244.104.0/22 #AS8565 WAN_AGAIN, FR
16.1.32.0/24 #AS8635 HEWLETT-PACKARD-ENTERPRISE-LR4-EMEA, FR
16.1.38.0/24 #AS8635 HEWLETT-PACKARD-ENTERPRISE-LR4-EMEA, FR
16.240.2.0/23 #AS8635 HEWLETT-PACKARD-ENTERPRISE-LR4-EMEA, FR
16.240.8.0/23 #AS8635 HEWLETT-PACKARD-ENTERPRISE-LR4-EMEA, FR
16.240.10.0/24 #AS8635 HEWLETT-PACKARD-ENTERPRISE-LR4-EMEA, FR
89.106.184.0/21 #AS8677 WORLDLINE, FR
160.92.1.0/24 #AS8677 WORLDLINE, FR
160.92.2.0/23 #AS8677 WORLDLINE, FR
160.92.4.0/23 #AS8677 WORLDLINE, FR
160.92.7.0/24 #AS8677 WORLDLINE, FR
160.92.8.0/21 #AS8677 WORLDLINE, FR
160.92.16.0/20 #AS8677 WORLDLINE, FR
160.92.32.0/19 #AS8677 WORLDLINE, FR
160.92.64.0/21 #AS8677 WORLDLINE, FR
160.92.72.0/22 #AS8677 WORLDLINE, FR
160.92.76.0/23 #AS8677 WORLDLINE, FR
160.92.92.0/23 #AS8677 WORLDLINE, FR
160.92.94.0/24 #AS8677 WORLDLINE, FR
160.92.96.0/20 #AS8677 WORLDLINE, FR
160.92.112.0/23 #AS8677 WORLDLINE, FR
160.92.116.0/22 #AS8677 WORLDLINE, FR
160.92.120.0/21 #AS8677 WORLDLINE, FR
160.92.128.0/20 #AS8677 WORLDLINE, FR
160.92.144.0/22 #AS8677 WORLDLINE, FR
160.92.149.0/24 #AS8677 WORLDLINE, FR
160.92.150.0/23 #AS8677 WORLDLINE, FR
160.92.152.0/21 #AS8677 WORLDLINE, FR
160.92.160.0/21 #AS8677 WORLDLINE, FR
160.92.169.0/24 #AS8677 WORLDLINE, FR
160.92.170.0/23 #AS8677 WORLDLINE, FR
160.92.172.0/22 #AS8677 WORLDLINE, FR
160.92.176.0/21 #AS8677 WORLDLINE, FR
160.92.184.0/22 #AS8677 WORLDLINE, FR
160.92.189.0/24 #AS8677 WORLDLINE, FR
160.92.190.0/23 #AS8677 WORLDLINE, FR
192.136.30.0/24 #AS8677 WORLDLINE, FR
193.16.186.0/23 #AS8677 WORLDLINE, FR
193.16.188.0/22 #AS8677 WORLDLINE, FR
193.56.46.0/24 #AS8677 WORLDLINE, FR
193.58.80.0/21 #AS8677 WORLDLINE, FR
193.201.76.0/23 #AS8677 WORLDLINE, FR
46.19.120.0/21 #AS8723 INTEGRA-AS, FR
94.124.232.0/21 #AS8723 INTEGRA-AS, FR
94.199.152.0/21 #AS8723 INTEGRA-AS, FR
193.251.217.0/24 #AS8723 INTEGRA-AS, FR
194.145.53.0/24 #AS8723 INTEGRA-AS, FR
194.145.54.0/23 #AS8723 INTEGRA-AS, FR
194.145.56.0/23 #AS8723 INTEGRA-AS, FR
194.145.58.0/24 #AS8723 INTEGRA-AS, FR
217.115.160.0/20 #AS8723 INTEGRA-AS, FR
83.169.66.0/23 #AS8784 AS8784 Managed Services Provider, FR
83.169.69.0/24 #AS8784 AS8784 Managed Services Provider, FR
83.169.70.0/23 #AS8784 AS8784 Managed Services Provider, FR
83.169.72.0/24 #AS8784 AS8784 Managed Services Provider, FR
83.169.74.0/24 #AS8784 AS8784 Managed Services Provider, FR
83.169.80.0/23 #AS8784 AS8784 Managed Services Provider, FR
83.169.84.0/23 #AS8784 AS8784 Managed Services Provider, FR
83.169.99.0/24 #AS8784 AS8784 Managed Services Provider, FR
83.169.100.0/22 #AS8784 AS8784 Managed Services Provider, FR
83.169.114.0/23 #AS8784 AS8784 Managed Services Provider, FR
83.169.120.0/22 #AS8784 AS8784 Managed Services Provider, FR
83.169.124.0/23 #AS8784 AS8784 Managed Services Provider, FR
178.22.152.0/21 #AS8784 AS8784 Managed Services Provider, FR
194.117.208.0/20 #AS8784 AS8784 Managed Services Provider, FR
194.153.214.0/24 #AS8784 AS8784 Managed Services Provider, FR
195.46.192.0/19 #AS8784 AS8784 Managed Services Provider, FR
212.37.192.0/19 #AS8784 AS8784 Managed Services Provider, FR
213.139.96.0/19 #AS8784 AS8784 Managed Services Provider, FR
88.151.14.0/24 #AS8839 SDV-AS SdV Plurimedia, FR
212.95.64.0/19 #AS8839 SDV-AS SdV Plurimedia, FR
213.225.160.0/19 #AS8839 SDV-AS SdV Plurimedia, FR
213.245.2.0/24 #AS8839 SDV-AS SdV Plurimedia, FR
80.12.245.0/24 #AS8891 FTBGPDM, FR
80.12.246.0/24 #AS8891 FTBGPDM, FR
81.52.142.0/23 #AS8891 FTBGPDM, FR
193.252.133.0/24 #AS8891 FTBGPDM, FR
193.252.148.0/23 #AS8891 FTBGPDM, FR
62.160.27.0/24 #AS8908 SBP-AS, FR
194.0.176.0/24 #AS8921 FR-OC3NETWORK, FR
212.44.224.0/19 #AS8921 FR-OC3NETWORK, FR
192.175.48.1/32 #AS8975 CLARANET, FR - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.140.128.0/22 #AS9036 NEURONNEXION-AS, FR
212.85.128.0/20 #AS9036 NEURONNEXION-AS, FR
212.82.128.0/19 #AS9089 ALTO, FR
193.104.39.0/24 #AS9149 GIECB, FR
193.201.26.0/23 #AS9168 TELINO-AS, FR
194.3.190.0/24 #AS9180 ALIENOR Bordeaux, France, FR
194.206.120.0/24 #AS9180 ALIENOR Bordeaux, France, FR
194.250.118.0/24 #AS9180 ALIENOR Bordeaux, France, FR
195.101.64.0/24 #AS9180 ALIENOR Bordeaux, France, FR
195.101.188.0/23 #AS9180 ALIENOR Bordeaux, France, FR
195.214.224.0/21 #AS9180 ALIENOR Bordeaux, France, FR
217.109.127.0/24 #AS9180 ALIENOR Bordeaux, France, FR
