186.83.96.0/22 #AS10620 Telmex Colombia S.A., CO
186.83.104.0/21 #AS10620 Telmex Colombia S.A., CO
186.83.112.0/22 #AS10620 Telmex Colombia S.A., CO
186.83.118.0/24 #AS10620 Telmex Colombia S.A., CO
186.83.120.0/22 #AS10620 Telmex Colombia S.A., CO
186.83.132.0/22 #AS10620 Telmex Colombia S.A., CO
186.83.136.0/21 #AS10620 Telmex Colombia S.A., CO
186.83.144.0/21 #AS10620 Telmex Colombia S.A., CO
186.83.164.0/22 #AS10620 Telmex Colombia S.A., CO
186.83.168.0/21 #AS10620 Telmex Colombia S.A., CO
186.83.180.0/22 #AS10620 Telmex Colombia S.A., CO
186.83.188.0/22 #AS10620 Telmex Colombia S.A., CO
186.83.192.0/19 #AS10620 Telmex Colombia S.A., CO
186.83.224.0/21 #AS10620 Telmex Colombia S.A., CO
186.83.232.0/22 #AS10620 Telmex Colombia S.A., CO
186.83.236.0/23 #AS10620 Telmex Colombia S.A., CO
186.83.240.0/20 #AS10620 Telmex Colombia S.A., CO
186.84.0.0/20 #AS10620 Telmex Colombia S.A., CO
186.84.16.0/21 #AS10620 Telmex Colombia S.A., CO
186.84.24.0/23 #AS10620 Telmex Colombia S.A., CO
186.84.26.0/24 #AS10620 Telmex Colombia S.A., CO
186.84.29.0/24 #AS10620 Telmex Colombia S.A., CO
186.84.30.0/24 #AS10620 Telmex Colombia S.A., CO
186.84.40.0/21 #AS10620 Telmex Colombia S.A., CO
186.84.48.0/20 #AS10620 Telmex Colombia S.A., CO
186.84.64.0/21 #AS10620 Telmex Colombia S.A., CO
186.84.76.0/22 #AS10620 Telmex Colombia S.A., CO
186.84.80.0/20 #AS10620 Telmex Colombia S.A., CO
186.84.96.0/22 #AS10620 Telmex Colombia S.A., CO
186.84.104.0/21 #AS10620 Telmex Colombia S.A., CO
186.84.116.0/22 #AS10620 Telmex Colombia S.A., CO
186.84.120.0/21 #AS10620 Telmex Colombia S.A., CO
186.84.128.0/20 #AS10620 Telmex Colombia S.A., CO
186.84.144.0/21 #AS10620 Telmex Colombia S.A., CO
186.84.156.0/22 #AS10620 Telmex Colombia S.A., CO
186.84.160.0/19 #AS10620 Telmex Colombia S.A., CO
186.84.192.0/18 #AS10620 Telmex Colombia S.A., CO
186.85.0.0/21 #AS10620 Telmex Colombia S.A., CO
186.85.8.0/23 #AS10620 Telmex Colombia S.A., CO
186.85.16.0/20 #AS10620 Telmex Colombia S.A., CO
186.85.56.0/21 #AS10620 Telmex Colombia S.A., CO
186.85.64.0/21 #AS10620 Telmex Colombia S.A., CO
186.85.76.0/23 #AS10620 Telmex Colombia S.A., CO
186.85.78.0/24 #AS10620 Telmex Colombia S.A., CO
186.85.80.0/23 #AS10620 Telmex Colombia S.A., CO
186.85.82.0/24 #AS10620 Telmex Colombia S.A., CO
186.85.84.0/24 #AS10620 Telmex Colombia S.A., CO
186.85.86.0/23 #AS10620 Telmex Colombia S.A., CO
186.85.88.0/21 #AS10620 Telmex Colombia S.A., CO
186.85.100.0/22 #AS10620 Telmex Colombia S.A., CO
186.85.104.0/21 #AS10620 Telmex Colombia S.A., CO
186.85.112.0/20 #AS10620 Telmex Colombia S.A., CO
186.85.128.0/20 #AS10620 Telmex Colombia S.A., CO
186.85.144.0/22 #AS10620 Telmex Colombia S.A., CO
186.85.148.0/23 #AS10620 Telmex Colombia S.A., CO
186.85.152.0/21 #AS10620 Telmex Colombia S.A., CO
186.85.160.0/20 #AS10620 Telmex Colombia S.A., CO
186.85.176.0/21 #AS10620 Telmex Colombia S.A., CO
186.85.189.0/24 #AS10620 Telmex Colombia S.A., CO
186.85.192.0/23 #AS10620 Telmex Colombia S.A., CO
186.85.196.0/22 #AS10620 Telmex Colombia S.A., CO
186.85.200.0/21 #AS10620 Telmex Colombia S.A., CO
186.85.208.0/21 #AS10620 Telmex Colombia S.A., CO
186.85.220.0/22 #AS10620 Telmex Colombia S.A., CO
186.85.224.0/20 #AS10620 Telmex Colombia S.A., CO
186.85.240.0/23 #AS10620 Telmex Colombia S.A., CO
186.85.244.0/22 #AS10620 Telmex Colombia S.A., CO
186.85.252.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.0.0/20 #AS10620 Telmex Colombia S.A., CO
186.86.16.0/21 #AS10620 Telmex Colombia S.A., CO
186.86.32.0/20 #AS10620 Telmex Colombia S.A., CO
186.86.48.0/21 #AS10620 Telmex Colombia S.A., CO
186.86.60.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.64.0/21 #AS10620 Telmex Colombia S.A., CO
186.86.72.0/23 #AS10620 Telmex Colombia S.A., CO
186.86.76.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.80.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.84.0/24 #AS10620 Telmex Colombia S.A., CO
186.86.88.0/21 #AS10620 Telmex Colombia S.A., CO
186.86.100.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.108.0/23 #AS10620 Telmex Colombia S.A., CO
186.86.110.0/24 #AS10620 Telmex Colombia S.A., CO
186.86.112.0/21 #AS10620 Telmex Colombia S.A., CO
186.86.120.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.127.0/24 #AS10620 Telmex Colombia S.A., CO
186.86.128.0/21 #AS10620 Telmex Colombia S.A., CO
186.86.136.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.144.0/23 #AS10620 Telmex Colombia S.A., CO
186.86.146.0/24 #AS10620 Telmex Colombia S.A., CO
186.86.148.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.152.0/23 #AS10620 Telmex Colombia S.A., CO
186.86.154.0/24 #AS10620 Telmex Colombia S.A., CO
186.86.156.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.164.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.168.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.180.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.188.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.192.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.197.0/24 #AS10620 Telmex Colombia S.A., CO
186.86.199.0/24 #AS10620 Telmex Colombia S.A., CO
186.86.200.0/21 #AS10620 Telmex Colombia S.A., CO
186.86.208.0/20 #AS10620 Telmex Colombia S.A., CO
186.86.228.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.232.0/21 #AS10620 Telmex Colombia S.A., CO
186.86.244.0/22 #AS10620 Telmex Colombia S.A., CO
186.86.250.0/23 #AS10620 Telmex Colombia S.A., CO
186.86.255.0/24 #AS10620 Telmex Colombia S.A., CO
186.87.4.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.8.0/21 #AS10620 Telmex Colombia S.A., CO
186.87.22.0/23 #AS10620 Telmex Colombia S.A., CO
186.87.24.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.29.0/24 #AS10620 Telmex Colombia S.A., CO
186.87.30.0/23 #AS10620 Telmex Colombia S.A., CO
186.87.32.0/21 #AS10620 Telmex Colombia S.A., CO
186.87.40.0/24 #AS10620 Telmex Colombia S.A., CO
186.87.43.0/24 #AS10620 Telmex Colombia S.A., CO
186.87.44.0/23 #AS10620 Telmex Colombia S.A., CO
186.87.47.0/24 #AS10620 Telmex Colombia S.A., CO
186.87.48.0/20 #AS10620 Telmex Colombia S.A., CO
186.87.64.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.72.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.80.0/23 #AS10620 Telmex Colombia S.A., CO
186.87.83.0/24 #AS10620 Telmex Colombia S.A., CO
186.87.84.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.88.0/21 #AS10620 Telmex Colombia S.A., CO
186.87.100.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.104.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.112.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.116.0/24 #AS10620 Telmex Colombia S.A., CO
186.87.118.0/23 #AS10620 Telmex Colombia S.A., CO
186.87.120.0/21 #AS10620 Telmex Colombia S.A., CO
186.87.128.0/21 #AS10620 Telmex Colombia S.A., CO
186.87.140.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.144.0/21 #AS10620 Telmex Colombia S.A., CO
186.87.152.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.156.0/23 #AS10620 Telmex Colombia S.A., CO
186.87.158.0/24 #AS10620 Telmex Colombia S.A., CO
186.87.164.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.168.0/21 #AS10620 Telmex Colombia S.A., CO
186.87.176.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.184.0/21 #AS10620 Telmex Colombia S.A., CO
186.87.212.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.216.0/21 #AS10620 Telmex Colombia S.A., CO
186.87.226.0/23 #AS10620 Telmex Colombia S.A., CO
186.87.232.0/21 #AS10620 Telmex Colombia S.A., CO
186.87.240.0/23 #AS10620 Telmex Colombia S.A., CO
186.87.244.0/22 #AS10620 Telmex Colombia S.A., CO
186.87.248.0/21 #AS10620 Telmex Colombia S.A., CO
186.144.0.0/19 #AS10620 Telmex Colombia S.A., CO
186.144.36.0/22 #AS10620 Telmex Colombia S.A., CO
186.144.44.0/22 #AS10620 Telmex Colombia S.A., CO
186.144.57.0/24 #AS10620 Telmex Colombia S.A., CO
186.144.58.0/23 #AS10620 Telmex Colombia S.A., CO
186.144.60.0/22 #AS10620 Telmex Colombia S.A., CO
186.144.64.0/19 #AS10620 Telmex Colombia S.A., CO
186.144.96.0/20 #AS10620 Telmex Colombia S.A., CO
186.144.112.0/21 #AS10620 Telmex Colombia S.A., CO
186.144.120.0/22 #AS10620 Telmex Colombia S.A., CO
186.144.128.0/21 #AS10620 Telmex Colombia S.A., CO
186.144.136.0/22 #AS10620 Telmex Colombia S.A., CO
186.144.144.0/21 #AS10620 Telmex Colombia S.A., CO
186.144.152.0/22 #AS10620 Telmex Colombia S.A., CO
186.144.160.0/20 #AS10620 Telmex Colombia S.A., CO
186.144.184.0/21 #AS10620 Telmex Colombia S.A., CO
186.144.192.0/19 #AS10620 Telmex Colombia S.A., CO
186.144.224.0/20 #AS10620 Telmex Colombia S.A., CO
186.144.240.0/22 #AS10620 Telmex Colombia S.A., CO
186.144.244.0/23 #AS10620 Telmex Colombia S.A., CO
186.144.247.0/24 #AS10620 Telmex Colombia S.A., CO
186.144.252.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.0.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.8.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.12.0/24 #AS10620 Telmex Colombia S.A., CO
186.145.16.0/20 #AS10620 Telmex Colombia S.A., CO
186.145.32.0/21 #AS10620 Telmex Colombia S.A., CO
186.145.40.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.44.0/24 #AS10620 Telmex Colombia S.A., CO
186.145.52.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.56.0/21 #AS10620 Telmex Colombia S.A., CO
186.145.64.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.72.0/21 #AS10620 Telmex Colombia S.A., CO
186.145.80.0/20 #AS10620 Telmex Colombia S.A., CO
186.145.96.0/19 #AS10620 Telmex Colombia S.A., CO
186.145.128.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.140.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.148.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.152.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.158.0/23 #AS10620 Telmex Colombia S.A., CO
186.145.164.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.168.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.175.0/24 #AS10620 Telmex Colombia S.A., CO
186.145.176.0/23 #AS10620 Telmex Colombia S.A., CO
186.145.178.0/24 #AS10620 Telmex Colombia S.A., CO
186.145.180.0/22 #AS10620 Telmex Colombia S.A., CO
186.145.184.0/21 #AS10620 Telmex Colombia S.A., CO
186.145.192.0/18 #AS10620 Telmex Colombia S.A., CO
186.146.0.0/21 #AS10620 Telmex Colombia S.A., CO
186.146.12.0/22 #AS10620 Telmex Colombia S.A., CO
186.146.16.0/20 #AS10620 Telmex Colombia S.A., CO
186.146.32.0/20 #AS10620 Telmex Colombia S.A., CO
186.146.50.0/23 #AS10620 Telmex Colombia S.A., CO
186.146.52.0/22 #AS10620 Telmex Colombia S.A., CO
186.146.58.0/24 #AS10620 Telmex Colombia S.A., CO
186.146.60.0/23 #AS10620 Telmex Colombia S.A., CO
186.146.63.0/24 #AS10620 Telmex Colombia S.A., CO
186.146.64.0/19 #AS10620 Telmex Colombia S.A., CO
186.146.96.0/20 #AS10620 Telmex Colombia S.A., CO
186.146.112.0/22 #AS10620 Telmex Colombia S.A., CO
186.146.116.0/23 #AS10620 Telmex Colombia S.A., CO
186.146.118.0/24 #AS10620 Telmex Colombia S.A., CO
186.146.132.0/22 #AS10620 Telmex Colombia S.A., CO
186.146.136.0/21 #AS10620 Telmex Colombia S.A., CO
186.146.144.0/20 #AS10620 Telmex Colombia S.A., CO
186.146.160.0/20 #AS10620 Telmex Colombia S.A., CO
186.146.176.0/22 #AS10620 Telmex Colombia S.A., CO
186.146.188.0/22 #AS10620 Telmex Colombia S.A., CO
186.146.200.0/22 #AS10620 Telmex Colombia S.A., CO
186.146.216.0/22 #AS10620 Telmex Colombia S.A., CO
186.146.224.0/21 #AS10620 Telmex Colombia S.A., CO
186.146.236.0/22 #AS10620 Telmex Colombia S.A., CO
186.146.240.0/21 #AS10620 Telmex Colombia S.A., CO
186.146.252.0/22 #AS10620 Telmex Colombia S.A., CO
186.147.0.0/22 #AS10620 Telmex Colombia S.A., CO
186.147.8.0/22 #AS10620 Telmex Colombia S.A., CO
186.147.15.0/24 #AS10620 Telmex Colombia S.A., CO
186.147.16.0/22 #AS10620 Telmex Colombia S.A., CO
186.147.24.0/21 #AS10620 Telmex Colombia S.A., CO
186.147.32.0/19 #AS10620 Telmex Colombia S.A., CO
186.147.68.0/24 #AS10620 Telmex Colombia S.A., CO
186.147.70.0/23 #AS10620 Telmex Colombia S.A., CO
186.147.72.0/21 #AS10620 Telmex Colombia S.A., CO
186.147.80.0/20 #AS10620 Telmex Colombia S.A., CO
186.147.96.0/19 #AS10620 Telmex Colombia S.A., CO
186.147.128.0/22 #AS10620 Telmex Colombia S.A., CO
186.147.136.0/23 #AS10620 Telmex Colombia S.A., CO
186.147.138.0/24 #AS10620 Telmex Colombia S.A., CO
186.147.140.0/23 #AS10620 Telmex Colombia S.A., CO
186.147.144.0/21 #AS10620 Telmex Colombia S.A., CO
186.147.152.0/24 #AS10620 Telmex Colombia S.A., CO
186.147.154.0/24 #AS10620 Telmex Colombia S.A., CO
186.147.157.0/24 #AS10620 Telmex Colombia S.A., CO
186.147.158.0/23 #AS10620 Telmex Colombia S.A., CO
186.147.161.0/24 #AS10620 Telmex Colombia S.A., CO
186.147.162.0/23 #AS10620 Telmex Colombia S.A., CO
186.147.168.0/21 #AS10620 Telmex Colombia S.A., CO
186.147.184.0/21 #AS10620 Telmex Colombia S.A., CO
186.147.192.0/23 #AS10620 Telmex Colombia S.A., CO
186.147.196.0/22 #AS10620 Telmex Colombia S.A., CO
186.147.200.0/21 #AS10620 Telmex Colombia S.A., CO
186.147.212.0/22 #AS10620 Telmex Colombia S.A., CO
186.147.216.0/21 #AS10620 Telmex Colombia S.A., CO
186.147.224.0/22 #AS10620 Telmex Colombia S.A., CO
186.147.228.0/23 #AS10620 Telmex Colombia S.A., CO
186.147.231.0/24 #AS10620 Telmex Colombia S.A., CO
186.147.234.0/23 #AS10620 Telmex Colombia S.A., CO
186.147.236.0/22 #AS10620 Telmex Colombia S.A., CO
186.147.240.0/20 #AS10620 Telmex Colombia S.A., CO
190.8.192.0/21 #AS10620 Telmex Colombia S.A., CO
190.8.200.0/22 #AS10620 Telmex Colombia S.A., CO
190.8.208.0/22 #AS10620 Telmex Colombia S.A., CO
190.8.212.0/23 #AS10620 Telmex Colombia S.A., CO
190.8.220.0/23 #AS10620 Telmex Colombia S.A., CO
190.8.224.0/22 #AS10620 Telmex Colombia S.A., CO
190.8.232.0/23 #AS10620 Telmex Colombia S.A., CO
190.8.236.0/22 #AS10620 Telmex Colombia S.A., CO
190.8.240.0/20 #AS10620 Telmex Colombia S.A., CO
190.84.0.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.4.0/23 #AS10620 Telmex Colombia S.A., CO
190.84.16.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.32.0/20 #AS10620 Telmex Colombia S.A., CO
190.84.48.0/21 #AS10620 Telmex Colombia S.A., CO
190.84.61.0/24 #AS10620 Telmex Colombia S.A., CO
190.84.62.0/23 #AS10620 Telmex Colombia S.A., CO
190.84.64.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.72.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.76.0/24 #AS10620 Telmex Colombia S.A., CO
190.84.88.0/23 #AS10620 Telmex Colombia S.A., CO
190.84.92.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.96.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.104.0/21 #AS10620 Telmex Colombia S.A., CO
190.84.112.0/23 #AS10620 Telmex Colombia S.A., CO
190.84.114.0/24 #AS10620 Telmex Colombia S.A., CO
190.84.116.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.120.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.124.0/23 #AS10620 Telmex Colombia S.A., CO
190.84.127.0/24 #AS10620 Telmex Colombia S.A., CO
190.84.128.0/21 #AS10620 Telmex Colombia S.A., CO
190.84.138.0/23 #AS10620 Telmex Colombia S.A., CO
190.84.140.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.144.0/20 #AS10620 Telmex Colombia S.A., CO
190.84.160.0/23 #AS10620 Telmex Colombia S.A., CO
190.84.162.0/24 #AS10620 Telmex Colombia S.A., CO
190.84.164.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.168.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.176.0/21 #AS10620 Telmex Colombia S.A., CO
190.84.184.0/24 #AS10620 Telmex Colombia S.A., CO
190.84.192.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.200.0/24 #AS10620 Telmex Colombia S.A., CO
190.84.204.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.208.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.212.0/24 #AS10620 Telmex Colombia S.A., CO
190.84.216.0/21 #AS10620 Telmex Colombia S.A., CO
190.84.224.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.230.0/23 #AS10620 Telmex Colombia S.A., CO
190.84.232.0/23 #AS10620 Telmex Colombia S.A., CO
190.84.235.0/24 #AS10620 Telmex Colombia S.A., CO
190.84.236.0/22 #AS10620 Telmex Colombia S.A., CO
190.84.240.0/21 #AS10620 Telmex Colombia S.A., CO
190.84.252.0/22 #AS10620 Telmex Colombia S.A., CO
190.143.0.0/21 #AS10620 Telmex Colombia S.A., CO
190.143.8.0/22 #AS10620 Telmex Colombia S.A., CO
190.143.14.0/23 #AS10620 Telmex Colombia S.A., CO
190.143.16.0/22 #AS10620 Telmex Colombia S.A., CO
190.143.24.0/21 #AS10620 Telmex Colombia S.A., CO
190.143.38.0/23 #AS10620 Telmex Colombia S.A., CO
190.143.40.0/21 #AS10620 Telmex Colombia S.A., CO
190.143.48.0/21 #AS10620 Telmex Colombia S.A., CO
190.143.58.0/23 #AS10620 Telmex Colombia S.A., CO
190.143.60.0/22 #AS10620 Telmex Colombia S.A., CO
190.146.0.0/20 #AS10620 Telmex Colombia S.A., CO
190.146.16.0/21 #AS10620 Telmex Colombia S.A., CO
190.146.24.0/23 #AS10620 Telmex Colombia S.A., CO
190.146.26.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.28.0/22 #AS10620 Telmex Colombia S.A., CO
190.146.32.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.34.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.36.0/22 #AS10620 Telmex Colombia S.A., CO
190.146.40.0/23 #AS10620 Telmex Colombia S.A., CO
190.146.42.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.45.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.46.0/23 #AS10620 Telmex Colombia S.A., CO
190.146.48.0/20 #AS10620 Telmex Colombia S.A., CO
190.146.64.0/21 #AS10620 Telmex Colombia S.A., CO
190.146.73.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.74.0/23 #AS10620 Telmex Colombia S.A., CO
190.146.76.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.78.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.80.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.82.0/23 #AS10620 Telmex Colombia S.A., CO
190.146.84.0/22 #AS10620 Telmex Colombia S.A., CO
190.146.88.0/21 #AS10620 Telmex Colombia S.A., CO
190.146.96.0/23 #AS10620 Telmex Colombia S.A., CO
190.146.100.0/22 #AS10620 Telmex Colombia S.A., CO
190.146.104.0/21 #AS10620 Telmex Colombia S.A., CO
190.146.112.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.114.0/23 #AS10620 Telmex Colombia S.A., CO
190.146.116.0/23 #AS10620 Telmex Colombia S.A., CO
190.146.118.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.120.0/21 #AS10620 Telmex Colombia S.A., CO
190.146.128.0/21 #AS10620 Telmex Colombia S.A., CO
190.146.140.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.144.0/20 #AS10620 Telmex Colombia S.A., CO
190.146.160.0/22 #AS10620 Telmex Colombia S.A., CO
190.146.164.0/23 #AS10620 Telmex Colombia S.A., CO
190.146.168.0/21 #AS10620 Telmex Colombia S.A., CO
190.146.176.0/22 #AS10620 Telmex Colombia S.A., CO
190.146.180.0/24 #AS10620 Telmex Colombia S.A., CO
190.146.184.0/21 #AS10620 Telmex Colombia S.A., CO
190.146.192.0/19 #AS10620 Telmex Colombia S.A., CO
190.146.224.0/20 #AS10620 Telmex Colombia S.A., CO
190.146.240.0/22 #AS10620 Telmex Colombia S.A., CO
190.146.252.0/22 #AS10620 Telmex Colombia S.A., CO
190.147.0.0/21 #AS10620 Telmex Colombia S.A., CO
190.147.9.0/24 #AS10620 Telmex Colombia S.A., CO
190.147.10.0/23 #AS10620 Telmex Colombia S.A., CO
190.147.12.0/23 #AS10620 Telmex Colombia S.A., CO
190.147.16.0/20 #AS10620 Telmex Colombia S.A., CO
190.147.32.0/24 #AS10620 Telmex Colombia S.A., CO
190.147.35.0/24 #AS10620 Telmex Colombia S.A., CO
190.147.36.0/22 #AS10620 Telmex Colombia S.A., CO
190.147.40.0/21 #AS10620 Telmex Colombia S.A., CO
190.147.50.0/23 #AS10620 Telmex Colombia S.A., CO
190.147.52.0/22 #AS10620 Telmex Colombia S.A., CO
190.147.56.0/23 #AS10620 Telmex Colombia S.A., CO
190.147.60.0/23 #AS10620 Telmex Colombia S.A., CO
190.147.63.0/24 #AS10620 Telmex Colombia S.A., CO
190.147.64.0/20 #AS10620 Telmex Colombia S.A., CO
190.147.80.0/21 #AS10620 Telmex Colombia S.A., CO
190.147.88.0/22 #AS10620 Telmex Colombia S.A., CO
190.147.96.0/20 #AS10620 Telmex Colombia S.A., CO
190.147.112.0/21 #AS10620 Telmex Colombia S.A., CO
190.147.120.0/22 #AS10620 Telmex Colombia S.A., CO
190.147.124.0/24 #AS10620 Telmex Colombia S.A., CO
190.147.128.0/19 #AS10620 Telmex Colombia S.A., CO
190.147.160.0/21 #AS10620 Telmex Colombia S.A., CO
190.147.168.0/22 #AS10620 Telmex Colombia S.A., CO
190.147.172.0/23 #AS10620 Telmex Colombia S.A., CO
190.147.174.0/24 #AS10620 Telmex Colombia S.A., CO
190.147.176.0/23 #AS10620 Telmex Colombia S.A., CO
190.147.179.0/24 #AS10620 Telmex Colombia S.A., CO
190.147.180.0/22 #AS10620 Telmex Colombia S.A., CO
190.147.184.0/21 #AS10620 Telmex Colombia S.A., CO
190.147.192.0/20 #AS10620 Telmex Colombia S.A., CO
190.147.208.0/23 #AS10620 Telmex Colombia S.A., CO
190.147.210.0/24 #AS10620 Telmex Colombia S.A., CO
190.147.212.0/22 #AS10620 Telmex Colombia S.A., CO
190.147.216.0/21 #AS10620 Telmex Colombia S.A., CO
190.147.224.0/21 #AS10620 Telmex Colombia S.A., CO
190.147.232.0/22 #AS10620 Telmex Colombia S.A., CO
190.147.237.0/24 #AS10620 Telmex Colombia S.A., CO
190.147.238.0/23 #AS10620 Telmex Colombia S.A., CO
190.147.241.0/24 #AS10620 Telmex Colombia S.A., CO
190.147.242.0/24 #AS10620 Telmex Colombia S.A., CO
190.147.244.0/22 #AS10620 Telmex Colombia S.A., CO
190.147.248.0/21 #AS10620 Telmex Colombia S.A., CO
190.156.0.0/23 #AS10620 Telmex Colombia S.A., CO
190.156.8.0/21 #AS10620 Telmex Colombia S.A., CO
190.156.16.0/20 #AS10620 Telmex Colombia S.A., CO
190.156.32.0/22 #AS10620 Telmex Colombia S.A., CO
190.156.40.0/21 #AS10620 Telmex Colombia S.A., CO
190.156.56.0/22 #AS10620 Telmex Colombia S.A., CO
190.156.60.0/23 #AS10620 Telmex Colombia S.A., CO
190.156.63.0/24 #AS10620 Telmex Colombia S.A., CO
190.156.68.0/22 #AS10620 Telmex Colombia S.A., CO
190.156.72.0/23 #AS10620 Telmex Colombia S.A., CO
190.156.76.0/22 #AS10620 Telmex Colombia S.A., CO
190.156.84.0/22 #AS10620 Telmex Colombia S.A., CO
190.156.88.0/21 #AS10620 Telmex Colombia S.A., CO
190.156.96.0/20 #AS10620 Telmex Colombia S.A., CO
190.156.112.0/21 #AS10620 Telmex Colombia S.A., CO
190.156.128.0/22 #AS10620 Telmex Colombia S.A., CO
190.156.144.0/22 #AS10620 Telmex Colombia S.A., CO
190.156.149.0/24 #AS10620 Telmex Colombia S.A., CO
190.156.150.0/23 #AS10620 Telmex Colombia S.A., CO
190.156.152.0/21 #AS10620 Telmex Colombia S.A., CO
190.156.160.0/20 #AS10620 Telmex Colombia S.A., CO
190.156.176.0/21 #AS10620 Telmex Colombia S.A., CO
190.156.184.0/22 #AS10620 Telmex Colombia S.A., CO
190.156.192.0/22 #AS10620 Telmex Colombia S.A., CO
190.156.197.0/24 #AS10620 Telmex Colombia S.A., CO
190.156.198.0/23 #AS10620 Telmex Colombia S.A., CO
190.156.200.0/21 #AS10620 Telmex Colombia S.A., CO
190.156.208.0/20 #AS10620 Telmex Colombia S.A., CO
190.156.224.0/24 #AS10620 Telmex Colombia S.A., CO
190.156.226.0/23 #AS10620 Telmex Colombia S.A., CO
190.156.228.0/22 #AS10620 Telmex Colombia S.A., CO
190.156.232.0/21 #AS10620 Telmex Colombia S.A., CO
190.156.240.0/21 #AS10620 Telmex Colombia S.A., CO
190.156.248.0/24 #AS10620 Telmex Colombia S.A., CO
190.156.250.0/23 #AS10620 Telmex Colombia S.A., CO
190.156.252.0/22 #AS10620 Telmex Colombia S.A., CO
190.157.4.0/23 #AS10620 Telmex Colombia S.A., CO
190.157.6.0/24 #AS10620 Telmex Colombia S.A., CO
190.157.8.0/21 #AS10620 Telmex Colombia S.A., CO
190.157.16.0/21 #AS10620 Telmex Colombia S.A., CO
190.157.26.0/23 #AS10620 Telmex Colombia S.A., CO
190.157.28.0/22 #AS10620 Telmex Colombia S.A., CO
190.157.33.0/24 #AS10620 Telmex Colombia S.A., CO
190.157.34.0/23 #AS10620 Telmex Colombia S.A., CO
190.157.36.0/22 #AS10620 Telmex Colombia S.A., CO
190.157.40.0/21 #AS10620 Telmex Colombia S.A., CO
